"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Mahmud T.; Subhana A.; Shahnaz C.; Limon M.H.; Ahmed S.; Rafi M.Z.; Ahamed B.; Nitol S.S.; Mia M.Y.; Choudhury R.E.; Sakib A.","Mahmud, Tasfin (57825948000); Subhana, Arik (57213191445); Shahnaz, Celia (13609620100); Limon, Mehedi Hossen (57216161404); Ahmed, Sabbir (57225877868); Rafi, Mohammad Zunaed (57221919111); Ahamed, Borhan (57216148108); Nitol, Shadman Shahriar (57216158913); Mia, Md. Yeasin (57223020950); Choudhury, Rafat Emtiaz (57216151217); Sakib, Adnan (57224435658)","57825948000; 57213191445; 13609620100; 57216161404; 57225877868; 57221919111; 57216148108; 57216158913; 57223020950; 57216151217; 57224435658","Non-invasive Blood Glucose Estimation Using Multi-sensor Based Portable and Wearable System","2019","2019 IEEE Global Humanitarian Technology Conference, GHTC 2019","","","9033119","","","","9","10.1109/GHTC46095.2019.9033119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082692132&doi=10.1109%2fGHTC46095.2019.9033119&partnerID=40&md5=05b5e04b7c976b080f93c9d6c9e2fdd0","Currently, invasive glucometers are widely used for monitoring blood glucose level. It is required to prick a finger of the subject to collect the blood sample. In this paper, a cost-effective wearable system is proposed to estimate the glucose level in a non-invasive way. Data are collected using different sensors such as photoplethysmography(PPG), galvanic skin response(GSR) and temperature sensor, and fed to a convolutional neural network (CNN) model. The model estimates the blood glucose level, which is comparable with the glucose level obtained with conventional invasive technique. This system is believed to help in monitoring blood glucose, which leads to control of diabetes and other related diseases. © 2019 IEEE.","Conference paper","Final","","Scopus","2-s2.0-85082692132"
"Si D.; Ni L.; Wang Y.; Liu J.; Yang J.; Yang P.","Si, Daoyuan (47461547100); Ni, Lujia (47461284900); Wang, Yunfei (57192106222); Liu, Jinsha (57195643438); Yang, Jining (57201907070); Yang, Ping (56605177400)","47461547100; 47461284900; 57192106222; 57195643438; 57201907070; 56605177400","A new method for the assessment of endothelial function with peripheral arterial volume","2018","BMC Cardiovascular Disorders","18","1","81","","","","6","10.1186/s12872-018-0821-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046427777&doi=10.1186%2fs12872-018-0821-5&partnerID=40&md5=ec653a9f7317f714adc54372eafe85b4","Background: Currently, many methodological approaches have been developed to assess peripheral endothelial function. However, a development of the noninvasive and automated technique for routinely assessing endothelial function is still required. We evaluated the potential value of a new method to measure peripheral endothelial function with reactive hyperemia peripheral arterial volume (RH-PAV) in patients with chest pain. Methods: We used a novel oximeter-like probe to detect the peripheral arterial volume (PAV) of the finger and compared it with brachial flow-mediated dilation (FMD) performed in 93 consecutive patients with chest pain. The RH-PAV index was defined as the ratio of the digital pulse volume during reactive hyperemia relative to the baseline. Results: Ninety-three patients (53 men, 58 ± 5 years) completed the study, and 53 patients demonstrated coronary artery disease (CAD) following scheduled coronary angiography. There was a moderate linear relationship between PAV and FMD (r = 0.69, p < 0.01). Similar to FMD, PAV was more impaired in patients who have more cardiovascular risk factors (CRFs). The subjects with CAD had lower PAV and FMD, compared with those without CAD (1.05 ± 0.23 VS. 1.41 ± 0.37, p < 0.01; 6.7% ± 2.9% VS. 10.4% ± 2.9%, p < 0.01, respectively), and the relationships between FMD and PAV were also significant in both CAD (r = 0.54, p < 0.01) and non-CAD (r = 0.62, p < 0.01) patients. Conclusions: Endothelial function of digital artery assessed with the novel PAV method demonstrated a profile similar to that of brachial artery measured with FMD. The hyperemia PAV was decreased by factors which were considered to impair endothelial function, suggesting that PAV has the potential to be a novel method to study endothelial function. © 2018 The Author(s).","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85046427777"
"Bagal T.; Bhole K.","Bagal, Tejal (57215217002); Bhole, Kalyani (55931851000)","57215217002; 55931851000","Calibration of an optical sensor for in vivo blood glucose maeasurenaent","2019","2019 2nd International Conference on Intelligent Computing, Instrumentation and Control Technologies, ICICICT 2019","","","8993348","1029","1032","3","4","10.1109/ICICICT46008.2019.8993348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080135388&doi=10.1109%2fICICICT46008.2019.8993348&partnerID=40&md5=13bb1b25ba7522060715d2d4af8c956e","The aim of this paper is to design and development of an optical sensor for non-invasive blood glucose measurement and calibrates that sensor for skin colour, finger thickness and blood volume. In this project, a non-invasive device is designed to detect the absorption of infra-red radiations through the finger to extract Photoplethysmogram (PPG). By utilizing a couple of infrared transmitter and receiver a photoplethysmogram is gotten. The streaming blood in the finger is consumed by infrared radiation which emanates through an infrared transmitter. This assimilated radiation is returned via finger and recognized over that infrared receiver. Here, the signal got remains tiny consequently to get the accurate extraction of the signal, the offset mix of resistors and capacitors are needed. This device involves a couple of detector and receiver combined with an amplifier and filter circuit. Also, a TL084 operational amplifier is utilized. Due to weakened signal acquired from the finger, the amplification is significant. Because of the different phases of signal extraction and amplification, random noise is added. So to remove certain noises Butterworth low pass and high pass filter, a notch filter circuit is used. The data is converted using ATMEGA328 Microcontroller. Further, this data is analyzed in MATLAB and the relationship within voltage and blood glucose concentration is determined. © 2019 IEEE.","Conference paper","Final","","Scopus","2-s2.0-85080135388"
"Peng R.; Guo D.X.; Shang Y.Z.; Yong S.S.; Wang X.A.","Peng, R. (57194079481); Guo, D.X. (57194080657); Shang, Y.Z. (57194075478); Yong, S.S. (55619725400); Wang, X.A. (59069798000)","57194079481; 57194080657; 57194075478; 55619725400; 59069798000","Estimation of blood glucose noninvasively using near infrared spectroscopy","2016","Bioinformatics and Biomedical Engineering - Proceedings of the 9th International Conference on Bioinformatics and Biomedical Engineering, ICBBE 2015","","","","429","434","5","0","10.1201/b19238-73","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018653302&doi=10.1201%2fb19238-73&partnerID=40&md5=45412b6c1684955d2e1f0b63dc0e24d9","This paper presents a unique method for non-invasive estimation of blood glucose concentration using near infrared spectroscopy. The method has been performed using transmission photoplethysmograph. We introduce support vector machine as a nonlinear regression method to construct calibration model which use eigenvalues of photoplethysmograph and blood glucose concentration as input parameters. A new modeling method is proposed which combines the classifier and predictor with regression analysis based on support vector machine for mutual calibration. Our results show that the mutual calibration model enables a crucial improvement over single regression model. For the glucose estimation, the correlation coefficient of determination for reference versus prediction increases by 16.61% and root mean square error decreases by 10.69%. © 2016 Taylor & Francis Group, London.","Conference paper","Final","","Scopus","2-s2.0-85018653302"
"Reddy V.R.; Choudhury A.D.; Jayaraman S.; Thokala N.K.; Deshpande P.; Kaliaperumal V.","Reddy, V. Ramu (54420948700); Choudhury, Anirban Dutta (55607229400); Jayaraman, Srinivasan (36167013900); Thokala, Naveen Kumar (57192552873); Deshpande, Parijat (59625393100); Kaliaperumal, Venkatesh (57194414892)","54420948700; 55607229400; 36167013900; 57192552873; 59625393100; 57194414892","PerDMCS: Weighted fusion of PPG signal features for robust and efficient diabetes mellitus classification","2017","HEALTHINF 2017 - 10th International Conference on Health Informatics, Proceedings; Part of 10th International Joint Conference on Biomedical Engineering Systems and Technologies, BIOSTEC 2017","5","","","553","560","7","13","10.5220/0006297205530560","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041403609&doi=10.5220%2f0006297205530560&partnerID=40&md5=c669f9adc0836b58476d42df4705fe28","Non-invasive detection of Diabetes Mellitus (DM) has attracted a lot of interest in the recent years in pervasive health care. In this paper, we explore features related to heart rate variability (HRV) and signal pattern of the waveform from photoplethysmogram (PPG) signal for classifying DM (Type 2). HRV features includes time-domain (F1), frequency domain (F2), non-linear features (F3) where as waveform features (F4) are one set of features such as height, width, slope and durations of pulse. The study was carried out on 50 healthy subjects and 50 DM patients. Support Vector Machines (SVM) are used to capture the discriminative information between the above mentioned healthy and DM categories, from the proposed features. The SVM models are developed separately using different sets of features F1, F2, F3,and F4, respectively. The classification performance of the developed SVM models using time-domain, frequency domain, non-linear and waveform features is observed to be 73%, 78%, 80% and 77%. The performance of the system using combination of all features is 82%. In this work, the performance of the DM classification system by combining the above mentioned feature sets with different percentage of discriminate features from each set is also examined. Furthermore weight based fusion is performed using confidence values obtained from each model to find the optimal set of features from each set with optimal weights for each set. The best performance accuracy of 89% is obtained by scores fusion where combinations of mixture of 90% features from the feature sets F1 and F2 and mixture of 100% features from the feature sets F3 and F4, with fusion optimal weights of 0.3 and 0.7, respectively. Copyright © 2017 by SCITEPRESS – Science and Technology Publications, Lda. All rights reserved.","Conference paper","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85041403609"
"Liu J.; Cai Z.-J.; Zhang Z.-Y.; Sun D.; Wang W.","Liu, Jin (55443500900); Cai, Zi-Jin (57190284052); Zhang, Zi-Yang (57207985573); Sun, Di (57190275764); Wang, Wen (55632611100)","55443500900; 57190284052; 57207985573; 57190275764; 55632611100","Evaluation on noninvasive blood components measurement based on photolepthysmography","2016","Guangxue Jingmi Gongcheng/Optics and Precision Engineering","24","6","","1264","1271","7","3","10.3788/OPE.20162406.1264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978827305&doi=10.3788%2fOPE.20162406.1264&partnerID=40&md5=b713942b62336853683da839b4f7a7f3","To evaluate the precision level of Photolepthysmography(PPG) in detection of the main components of human blood, the formula for the limit resolution concentration of material components measurement was given based on the Lambert-Beer's Law and simplified measurement model of PPG. Through the evaluation of three elements-Signal-to-Noise Ratio(SNR) of light intensity, optical path and the molar extinction coefficient of the blood components during human measurements, the theoretical limit resolution concentrations of the pulse oximeter signal method for hemoglobin, albumin and blood glucose were obtained. The evaluation result shows that the limit resolution concentration levels of hemoglobin, albumin and blood glucose which can be measured through PPG are respectively 100 mg/dL, 5000 mg/dL and 10 000 mg/dL. The comparison of the evaluation result with the detection precision needed on clinic at the present stage indicates that the PPG can meet the demands for the non-invasive detection of hemoglobin. © 2016, Science Press. All right reserved.","Article","Final","","Scopus","2-s2.0-84978827305"
"Tsai F.W.; Tulsyan N.; Jones D.N.; Abdel-Al N.; Castronuovo J.J., Jr.; Carter S.A.","Tsai, Felix W. (58415227200); Tulsyan, Nirman (6602667517); Jones, Darrell N. (56134418200); Abdel-Al, Naglaa (6504443359); Castronuovo, John J. (6603693672); Carter, Stefan A. (7402609564)","58415227200; 6602667517; 56134418200; 6504443359; 6603693672; 7402609564","Skin perfusion pressure of the foot is a good substitute for toe pressure in the assessment of limb ischemia","2000","Journal of Vascular Surgery","32","1","","32","36","4","82","10.1067/mva.2000.107310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034234984&doi=10.1067%2fmva.2000.107310&partnerID=40&md5=f47f44f9438cccacb4513c48cb826fd5","Purpose: Noninvasive measurements of limb systolic pressures are used routinely in the assessment of the severity of peripheral arterial disease, including the evaluation for critical limb ischemia. However, ankle pressures cannot be measured reliably in patients with medial calcification, which is especially common among patients with diabetes. Skin lesions on the toes or previous digital amputations may preclude the measurement of toe pressures. Measurements of skin perfusion pressure (SPP) are not subject to such limitations and were shown to be useful in the assessment of the severity of peripheral arterial disease. Because toe pressure is often used in the evaluation of severity of arterial disease and in the assessment for critical ischemia, we undertook to study whether there is a sufficient correlation between toe pressure and foot SPP that would allow the use of SPP measurements when toe pressures cannot be measured. Methods: Measurements were carried out in 85 limbs of 71 patients referred to the vascular laboratory for evaluation for peripheral arterial disease. Diabetes mellitus was present in 43 patients. Each patient had foot SPP and toe pressure measurements. Toe pressures measured with photoplethysmography were correlated with foot SPP measured with laser Doppler scanning. Results: There was a strong linear correlation between SPP and toe pressure (r = 0.87; P < .01). Also, significant correlation was found in both the patients with diabetes and the patients without diabetes (r = 0.85 and 0.93, respectively; P < .01 in both cases). Conclusions: We concluded that SPP measured in the foot correlates well with toe pressure and can be substituted for toe pressure measurement in patients in whom toe pressures cannot be measured.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0034234984"
"Bonham P.","Bonham, Phyllis (6601918949)","6601918949","Measuring toe pressures using a portable photoplethysmograph to detect arterial disease in high-risk patients: An overview of the literature","2011","Ostomy Wound Management","57","11","","36","44","8","13","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857553737&partnerID=40&md5=db139c8fd41bfe129ad5270f6996a7e2","Lower extremity arterial disease (LEAD) is estimated to affect one third of individuals older than 65 years of age, occurs in younger individuals who use tobacco or have diabetes mellitus (DM), and often remains undiagnosed until a patient pres- ents with ischemia-related symptoms or complications. Valid and reliable noninvasive tests such as the ankle-brachial index (ABI) are recommended to detect LEAD. However, ABI results can be inconclusive or the index can be elevated (ie, <1.3) in persons with calcified ankle arteries due to DM, renal failure, or arthritis. In these instances, obtaining toe pressure (TP) measurements, which correlate well with angiographic findings, is advised, providing the patient does not have vasoconstriction with cold toes or vasospastic disease. In such cases, TP can be obtained using a portable pho- toplethysmograph (PPG), which offers a simple and inexpensive method for healthcare providers in a variety of clinical settings to assess for the presence of LEAD. Portable PPG TP measurements have been found to have a high level of agreement with vascular laboratory PPG tests to detect LEAD, as well as good sensitivity and a high specificity. Adopting a TP measurement protocol of care to assess high-risk individuals such as patients with DM and elevated ABIs potentially can have a major impact on early identification of LEAD and reduce the risk of ischemia-related complications, including lower extremity wounds and amputations.","Review","Final","","Scopus","2-s2.0-84857553737"
"","","","Physiological Monitoring and Early Detection Diagnostic Methods","1992","Proceedings of SPIE - The International Society for Optical Engineering","1641","","","","","268","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026467887&partnerID=40&md5=76d56c932dc48df46ab6a05e886d14a6","This conference proceedings contains 27 papers on recent improvements in diagnostic and physiological monitoring techniques. Topics discussed include laser-induced subsurface imagery, optical diffusion tomography, spectrophotometric deep tissue imaging. an acoustooptical tunable-filter spectrometer, laser-induced fluorescence photometry and spectroscopy, photodynamic cancer therapy, ultrasound-assisted vascular clamping, medical applications of infrared spectroscopy, spectroscopic and oximetric blood oxygen saturation measurements, implantable optically based sensor systems, measurement of blood hematocrit by infrared photoplethysmography, cancer diagnosis by fluorescence spectroscopy, noninvasive infrared cerebral oximetry, dental imprint image analysis using computer vision, detection of diabetes by fluorescence spectroscopy of the eye lens, blood perfusion assessment by high-frequency perfusion fluorometry, and red blood cell shape analysis by laser diffractometry.","Conference review","Final","","Scopus","2-s2.0-0026467887"
"Goswami D.; Chaudhury K.; Mukherjee J.","Goswami, Dharitri (36349714000); Chaudhury, Koel (6603855802); Mukherjee, Jayanta (58722066100)","36349714000; 6603855802; 58722066100","Application and performance analysis of a two-pulse synthesis model on Photoplethysmograph signals of diabetic subjects","2011","International Journal of Biomedical Engineering and Technology","7","3","","291","313","22","5","10.1504/IJBET.2011.043301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054992234&doi=10.1504%2fIJBET.2011.043301&partnerID=40&md5=e16a76d6262136889559429c7b31a3c6","Diabetes mellitus is a well-studied metabolic disease related to insulin deficiency that leads to high risk of cardiovascular diseases. This paper presents a non-invasive, preventive approach to measure arterial parameters from photoplethysmograph (PPG) signals of diabetic subjects. A recently proposed Two Pulse Synthesis (TPS) model (Goswami, 2010) has been used to measure Pulse Wave Velocity (PWV) of one group of 25 diabetic subjects without hypertension and another group of 45 diabetic subjects with hypertension. Results, presented through tables and figures, indicate appreciable changes in several TPS model-derived parameters due to diabetes and increase in PWV compared to normal subjects. Copyright © 2011 Inderscience Enterprises Ltd.","Article","Final","","Scopus","2-s2.0-80054992234"
"Jurak P.; Halamek J.; Somers V.K.; Plachy M.; Frana P.; Leinveber P.; Soucek M.; Kara T.","Jurak, P. (6603389016); Halamek, J. (55516404100); Somers, V.K. (7006121082); Plachy, M. (16069234200); Frana, P. (6602929579); Leinveber, P. (25650382800); Soucek, M. (7006387405); Kara, T. (7004321911)","6603389016; 55516404100; 7006121082; 16069234200; 6602929579; 25650382800; 7006387405; 7004321911","Noninvasive detection of vessel stiffness from continuous blood pressure recordings in hypertensive subjects","2006","Annual International Conference of the IEEE Engineering in Medicine and Biology - Proceedings","","","4029253","3222","3225","3","0","10.1109/IEMBS.2006.260009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047094502&doi=10.1109%2fIEMBS.2006.260009&partnerID=40&md5=a4f97197b5f01a4def02e76ab06fa528","This paper presents results of blood pressure dynamicity analysis aimed at vessel stiffness detection and subsequent cardiac risk stratification. We analyzed ECG and BP parameters from 12 normotensive young healthy volunteers, 10 old healthy volunteers, and two groups of hypertensive patients - 12 young non-medicated hypertensive subjects with no other known complications and 16 hypertensive non-medicated subjects with confirmed obesity (according to waist circumference), hyperlipidemia or diabetes mellitus. The dynamic parameters obtained from a derivative continuous blood pressure signal provide additional information about vessel compliance. They can differentiate hypertensive subjects according to the level of cardiovascular risk. © 2006 IEEE.","Conference paper","Final","","Scopus","2-s2.0-34047094502"
"Davies L.C.; Colhoun H.; Coats A.J.S.; Piepoli M.; Francis D.P.","Davies, L.Ceri (7202449475); Colhoun, Helen (7003466904); Coats, Andrew J.S. (35395386900); Piepoli, Massimo (7005292730); Francis, Darrel P. (7401512763)","7202449475; 7003466904; 35395386900; 7005292730; 7401512763","A noninvasive measure of baroreflex sensitivity without blood pressure measurement","2002","American Heart Journal","143","3","","441","447","6","28","10.1067/mhj.2002.121263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036187876&doi=10.1067%2fmhj.2002.121263&partnerID=40&md5=2dfebdad9c4889491c01d8c83e4e40e6","Background: Baroreflex sensitivity (BRS) and heart rate variability (HRV) are attenuated in cardiovascular disease and can give important prognostic information. Conventional measures of BRS require expensive or invasive equipment for the beat-to-beat measure of blood pressure (BP). We examined the possibility of developing a simple protocol that would provide a relatively standardized BP stimulus, which might obviate the need to measure BP beat-by-beat. Methods and Results: Fifty-five patients with chronic heart failure (mean age 59 [SD 11] years) and 20 healthy control subjects (mean age 53 [SD 14] years, P not significant) underwent 5-minute recordings of BP (by photoplethysmograph) and R-R interval during 0.1-Hz controlled breathing. The size of the oscillations in BP was the same in the 2 groups (3.6 mm Hg vs 4.1 mm Hg, P = .5). There was, however, a significant difference in the amplitude of the R-R interval oscillations (77 ms vs 31 ms, P < .0001). The amplitude of the R-R interval oscillations correlated strongly with BRS (r = 0.81, P < .0001 with controlled breathing BRS, and r = 0.51, P < .0001 with α index). There was no correlation with the size of BP oscillations (r = -0.13, P not significant with controlled breathing BRS, and r = -0.15, P not significant with α index). In a separate study, a group of 22 young patients (mean age 36 years) with type I diabetes mellitus and 28 healthy control subjects (mean age 39 years) underwent measurement of resting HRV and amplitude of R-R interval oscillations during 0.1-Hz breathing. There was no significant difference in triangular index or low-frequency R-R interval power between the 2 groups. There was, however, a significant difference in the amplitude of R-R interval oscillations during controlled breathing between patients with diabetes and healthy control subjects. Total and high-frequency RR interval variability was also significantly different between the 2 groups. Conclusion: During 0.1-Hz breathing, the marked difference in BRS between patients with CHF and age-matched control subjects is the result of smaller R-R interval oscillations. In young patients with diabetes, these R-R interval oscillations are significantly smaller than age-matched control subjects, even when some measures of spontaneous HRV are not different between groups. Breathing at 0.1 Hz provides a standard BP stimulus and concentrates spectral power of heart rate at one frequency, enabling simple evaluation of BRS even when BP measurement is not available.","Article","Final","","Scopus","2-s2.0-0036187876"
"Gonzalez R.; Manzo A.; Delgado J.; Padilla J.M.; Trenor B.; Ferrero J.M.; Saiz J.","Gonzalez, R. (57198087299); Manzo, A. (55062265700); Delgado, J. (57198051359); Padilla, J.M. (24723253600); Trenor, B. (6603366726); Ferrero, J.M. (7101803369); Saiz, J. (7005152234)","57198087299; 55062265700; 57198051359; 24723253600; 6603366726; 7101803369; 7005152234","Photoplethysmographic augmentation index as a non invasive indicator for vascular assessments","2008","IFMBE Proceedings","22","","","1167","1170","3","8","10.1007/978-3-540-89208-3_279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350641421&doi=10.1007%2f978-3-540-89208-3_279&partnerID=40&md5=4b4a3f9d0615fd39a6e520be16c24294","A computer based photoplethysmographic analyzer was developed. The signal was obtained by infrared light through the finger. It was converted into digital domain by a signal processing circuitry, which contains amplifying and filtering steps, a microcontroller and an analog to digital 16 bits converter. The acquired signal was displayed and analyzed. First, second and fourth derivatives of the signal were computed. The photoplethysmographic augmentation index was quantified by fourth derivative. The acquisition and mathematical processing programs were implemented in object-oriented programming C++. A study with 38 people, 19 healthy volunteers and 19 subjects with previously diagnosed cardiovascular disease (atherosclerosis, hypertension, diabetes mellitus) was carried out. A t-tested distribution between healthy volunteers and patients showed a significant differences in calculated parameters. Photoplethysmographic augmentation index has shown to be a noninvasive parameter for vascular assessments. © 2009 Springer Berlin Heidelberg.","Conference paper","Final","","Scopus","2-s2.0-70350641421"
"Li C.-M.; Du Y.-C.; Wu J.-X.; Lin C.-H.; Ho Y.-R.; Chen T.","Li, Chien-Ming (7501683368); Du, Yi-Chun (35204708300); Wu, Jian-Xing (55647651200); Lin, Chia-Hung (56275916900); Ho, Yueh-Ren (7402555026); Chen, Tainsong (8098058100)","7501683368; 35204708300; 55647651200; 56275916900; 7402555026; 8098058100","Dynamic analysis with a fractional-order chaotic system for estimation of peripheral arterial disease in diabetic foot","2013","Measurement Science and Technology","24","8","085701","","","","9","10.1088/0957-0233/24/8/085701","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880799594&doi=10.1088%2f0957-0233%2f24%2f8%2f085701&partnerID=40&md5=39f41c781eb4266db10edeb6be0a8809","Lower-extremity peripheral arterial disease (PAD) is caused by narrowing or occlusion of vessels in patients like type 2 diabetes mellitus, the elderly and smokers. Patients with PAD are mostly asymptomatic; typical early symptoms of this limb-threatening disorder are intermittent claudication and leg pain, suggesting the necessity for accurate diagnosis by invasive angiography and ankle-brachial pressure index. This index acts as a gold standard reference for PAD diagnosis and categorizes its severity into normal, low-grade and high-grade, with respective cut-off points of ≥0.9, 0.9-0.5 and <0.5. PAD can be assessed using photoplethysmography as a diagnostic screening tool, displaying changes in pulse transit time and shape, and dissimilarities of these changes between lower limbs. The present report proposed photoplethysmogram with fractional-order chaotic system to assess PAD in 14 diabetics and 11 healthy adults, with analysis of dynamic errors based on various butterfly motion patterns, and color relational analysis as classifier for pattern recognition. The results show that the classification of PAD severity among these testees was achieved with high accuracy and efficiency. This noninvasive methodology potentially provides timing and accessible feedback to patients with asymptomatic PAD and their physicians for further invasive diagnosis or strict management of risk factors to intervene in the disease progression. © 2013 IOP Publishing Ltd.","Article","Final","","Scopus","2-s2.0-84880799594"
"Gunarathne A.; Patel J.V.; Hughes E.A.; Lip G.Y.H.","Gunarathne, Ashan (23469366300); Patel, Jeetesh V. (8562612200); Hughes, Elizabeth A. (57197311342); Lip, Gregory Y.H. (57216675273)","23469366300; 8562612200; 57197311342; 57216675273","Measurement of stiffness index by digital volume pulse analysis technique: Clinical utility in cardiovascular disease risk stratification","2008","American Journal of Hypertension","21","8","","866","872","6","59","10.1038/ajh.2008.207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47749127277&doi=10.1038%2fajh.2008.207&partnerID=40&md5=7a4d6bbe66c6febe1b6c75128ffe9e24","Background: Indices of arterial stiffness are accepted as independent markers of cardiovascular disease (CVD), having both positive prognostic and diagnostic implications. The utility of stiffness index (SI) derived from digital volume pulse (DVP) analysis in CVD risk screening is not established. Methods: Using a representative sample of individuals from local communities (West Midlands, UK), we determined the performance of SI in the discrimination of increasing CVD risk. Arterial stiffness was measured by DVP photoplethysmography (PCA 2; Micro Medical) using a direct, standardized approach. CVD risk assessment was performed in accordance with the Joint British Society guidelines (JBS2). Results: Of our cohort of 247 individuals (51% male; mean age 55.2 (s.d. 10.3) years), 187 were apparently healthy and 60 had established CVD risk factors (diabetes mellitus: 33%, hypertension: 77.8%, hypercholesteremia: 61%). On univariate analysis, SI was strongly associated with CVD risk (the European Society of Cardiology (ESC) based HeartScore) (Pearson correlation coefficient (R): 0.56, P ≤ 0.001) and increased in an ordinal fashion from ""low risk"" to ""medium risk"" to ""high risk"" to ""very high risk"" (pseudo R2 = 0.30; P < 0.001). In receiver operator characteristic curve analysis, SI was the best discriminator between low to medium risk and high-risk categories (area under curve (AUC): 0.76 (95% CI 0.64-0.88), P < 0.001) when compared to total cholesterol, plasma glucose, systolic blood pressure, and waist-to-hip ratio and had the utility to discriminate the individuals with known CVD risk factors such as diabetes and hypertension. Conclusion: Noninvasive measurements of arterial stiffness may aid the optimal stratification of CVD risk in an apparently healthy population. © 2008 American Journal of Hypertension, Ltd.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-47749127277"
"Chen Y.-T.; Chiayg C.-Y.; Wang M.-C.; Tsai W.-C.; Wu H.-T.; Liu C.-C.","Chen, Ying-Tzu (15841556300); Chiayg, Chang-Yao (15841454200); Wang, Ming-Cheng (56438071400); Tsai, Wei-Chuan (56506212500); Wu, Hsien-Tsai (8715703700); Liu, Chi-Chu (57191676600)","15841556300; 15841454200; 56438071400; 56506212500; 8715703700; 57191676600","Serical changes of pulse wave velocity and correlation with hemodynamic parameters during general anesthesia","2006","Acta Anaesthesiologica Taiwanica","44","4","","193","198","5","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846855314&partnerID=40&md5=b0a7f11552318578b979b469255201d4","Background: Increased pulse wave velocity (PWV) is a marker of increased arterial stiffness and is correlated with cardiovascular mortality and mortality of all causes in the elderly and in patients with essential hypertension and type 2 diabetes. There is also a positive correlation between PWV and arterial blood pressure. The changes of PWV in response to general anesthesia and surgical stimulation remain unclear. The aim of this study was to continuously monitor the PWV, blood pressure and heart rate, and to assess their correlations during general anesthesia in women receiving gynecologic surgery. Methods: The values of PWV were obtained from calculation of the finger-to-toe distance divided by the transit time using dual-channel photoplethysmography system. The values of PWV, systolic blood pressure (SBP), diastolic blood pressure (DBP) and heart rate were recorded before anesthesia induction, 5 min before incision, at incision, in continuation for at least 30 min thereafter, and 5 min after discontinuation of sevoflurane. The correlations between PWV and SBP, DBP and heart rate during the general anesthesia were analyzed using Pearson's correlation test. Results: The serial records of PWV and hemodynamic parameters showed that PWV, SBP, DBP, and heart rate decreased after induction of anesthesia. SBP and DBP increased after surgical incision. There was a trend of progressively declining of PWV and DBP during the general anesthesia but SBP and heart rate remained stationary. All the values of PWV, SBP, DBP, and heart rate increased after discontinuation of anesthesia. There were significant correlations between PWV and SBP (r = 0.4558, P < 0.0001), between PWV and DBP (r = 0.2719, P < 0.0001), between PWV and pulse pressure (r = 0.2067, P < 0.0001), and between PWV and mean arterial pressure (r = 0.3969, P < 0.0001). Conclusions: We could evaluate the serial changes of PWV in response to general anesthesia and surgical stimulation using a simple and noninvasive dual-channel photoplethysmography system. The value of PWV, an index of arterial stiffness, has significant correlation with arterial blood pressure.","Article","Final","","Scopus","2-s2.0-33846855314"
