Source_File,Row_Index,Title,Abstract,DOI,Selected,Reason
WOS,98,Dynamic analysis with a fractional-order chaotic system for estimation of peripheral arterial disease in diabetic foot,"Lower-extremity peripheral arterial disease (PAD) is caused by narrowing or occlusion of vessels in patients like type 2 diabetes mellitus, the elderly and smokers. Patients with PAD are mostly asymptomatic; typical early symptoms of this limb-threatening disorder are intermittent claudication and leg pain, suggesting the necessity for accurate diagnosis by invasive angiography and ankle-brachial pressure index. This index acts as a gold standard reference for PAD diagnosis and categorizes its severity into normal, low-grade and high-grade, with respective cut-off points of >= 0.9, 0.9-0.5 and <0.5. PAD can be assessed using photoplethysmography as a diagnostic screening tool, displaying changes in pulse transit time and shape, and dissimilarities of these changes between lower limbs. The present report proposed photoplethysmogram with fractional-order chaotic system to assess PAD in 14 diabetics and 11 healthy adults, with analysis of dynamic errors based on various butterfly motion patterns, and color relational analysis as classifier for pattern recognition. The results show that the classification of PAD severity among these testees was achieved with high accuracy and efficiency. This noninvasive methodology potentially provides timing and accessible feedback to patients with asymptomatic PAD and their physicians for further invasive diagnosis or strict management of risk factors to intervene in the disease progression.",10.1088/0957-0233/24/8/085701,NO,Duplicate DOI (already seen: 10.1088/0957-0233/24/8/085701)
WOS,99,Dynamic Spectrum for noninvasive blood component analysis and its advances,"Noninvasive blood component analysis by spectroscopy has broad prospects that based on Dynamic Spectrum (DS) can effectively suppress the influences of individual differences (such as skin, muscle, fat) and the variations of measurement conditions, which shows its potential in the clinical applications. The purpose of this article is to review the starting point and the advances of DS, to assess the current situation of the field and to explore future directions. The principle of DS and the error sources of noninvasive blood component analysis were introduced. An overview of the six stages of noninvasive blood component analysis, including sensing principle, acquisition methods of spectral photoplethysmography (photoplethysmography signal at multiple wavelengths) signals, spectral photoplethysmography (SPPG) preprocessing, DS extraction methods from SPPG, the quality evaluation for DS and modeling methods, was presented. Finally, the existing issues of DS are discussed and the future directions are predicted.",10.1080/05704928.2018.1509344,YES,Unique DOI
WOS,100,Blood glucose prediction based on imagingphotoplethysmography in combination with Machine learning,"At present, the mainstream blood glucose detection methods are invasive, which will cause harm to the human body and make it inconvenient to measure. The non-contact measurement method can avoid these problems. In this paper, a non-contact blood glucose detection method based on a near-infrared camera is proposed. Blood glucose has a strong absorption capacity in the near-infrared band, and other components in blood (water, he-moglobin, etc.) have different absorption characteristics in this band compared with blood glucose. Therefore, in this method, we realize blood glucose detection by receiving the near-infrared light reflected back after blood glucose absorption. We extracted 26 pulse wave features from the pulse wave and analyzed 6 that were highly correlated with blood glucose. Then, four kinds of machine learning algorithms (PCR, PLS, SVR, RFR) were used to build models respectively, and the RFR with the best performance was selected to build the final blood glucose prediction model. Finally, the experimental results are analyzed by Clark error grid analysis, which shows that the proposed method is in good agreement with the reference glucose monitor. Compared with traditional invasive blood glucose detection methods, the non-contact blood glucose detection method has more application prospects.",10.1016/j.bspc.2022.104179,NO,Duplicate DOI (already seen: 10.1016/j.bspc.2022.104179)
WOS,101,CMOS Transimpedance Amplifiers for Biomedical Applications: A Comparative Study,"Recently, different medical devices have emerged and utilized in a numerous health care fields such as pulse oximetry, cuffless blood pressure using Photoplethysmogram (PPG), noninvasive blood glucose measuring, and Near Infrared Spectroscopy (NIRS). Those devices are very similar in their analog front end circuit which is a transimpedance amplifier (TIA). Many different TIA topologies have appeared in different optoelectronic fields which make the choice of the best TIA topology for a certain application a challenging task. In this regard, this paper presents a comparison between state of the art, previously published TIA topologies. All topologies are simulated at four different simulation cases to account for various design scenarios. The topologies are simulated with 10 pF photodiode (PD) input capacitance and 5 KHz bandwidth (BW) while optimizing for two different targets; one time for minimum input noise and the other for minimum power consumption. Moreover, the same procedures are performed with 2 pF PD and 100 MHz BW to account for higher BW demanding applications. The studied topologies are compared according to their transimpedance gain, power consumption, total input referred noise current, and dynamic range (DR) to expose their relative merits. A noise and a transimpedance gain mathematical models are also presented for each topology to assist the comparison. Recommendations to designers on which TIA to select in a certain application are concluded according to the obtained results.",10.1109/MCAS.2019.2961724,NO,Duplicate DOI (already seen: 10.1109/mcas.2019.2961724)
WOS,102,Non-invasive blood glucose estimation method based on the phase delay between oxy- and deoxyhemoglobin using visible and near-infrared spectroscopy,"Significance Many researchers have attempted to estimate blood glucose levels (BGLs) noninvasively using near-infrared (NIR) spectroscopy. However, the optical absorption change induced by blood glucose is weak in the NIR region and often masked by interference from other components such as water and hemoglobin. Aim Instead of using direct optical absorption by glucose, this study proposes an index calculated from oxy- and deoxyhemoglobin signals that shows a good correlation with BGLs while using conventional visible and NIR spectroscopy. Approach The metabolic index, which is based on tissue oxygen consumption, was derived through analytical methods and further verified and reproduced in a series of glucose challenge experiments. Blood glucose estimation units were prototyped by utilizing commercially available smart devices. Results Our experimental results showed that the phase delay between the oxy- and deoxyhemoglobin signals in near-infrared spectroscopy correlates with BGL measured by a conventional continuous glucose monitor. The proposed method was also confirmed to work well with visible spectroscopy systems based on smartphone cameras. The proposed method also demonstrated excellent repeatability in results from a total of 19 oral challenge tests. Conclusions This study demonstrated the feasibility of non-invasive glucose monitoring using existing photoplethysmography sensors for pulse oximeters and smartwatches. Evaluating the proposed method in diabetic or unhealthy individuals may serve to further increase its practicality. (c) The Authors. Published by SPIE under a Creative Commons Attribution 4.0 International License.Distribution or reproduction of this work in whole or in part requires full attribution of the originalpublication, including its DOI. [DOI:10.1117/1.JBO.29.3.037001",10.1117/1.JBO.29.3.037001,NO,Duplicate DOI (already seen: 10.1117/1.jbo.29.3.037001)
WOS,104,Deduction learning for precise noninvasive measurements of blood glucose with a dozen rounds of data for model training,"Personalized modeling has long been anticipated to approach precise noninvasive blood glucose measurements, but challenged by limited data for training personal model and its unavoidable outlier predictions. To overcome these long-standing problems, we largely enhanced the training efficiency with the limited personal data by an innovative Deduction Learning (DL), instead of the conventional Induction Learning (IL). The domain theory of our deductive method, DL, made use of accumulated comparison of paired inputs leading to corrections to preceded measured blood glucose to construct our deep neural network architecture. DL method involves the use of paired adjacent rounds of finger pulsation Photoplethysmography signal recordings as the input to a convolutional-neural-network (CNN) based deep learning model. Our study reveals that CNN filters of DL model generated extra and non-uniform feature patterns than that of IL models, which suggests DL is superior to IL in terms of learning efficiency under limited training data. Among 30 diabetic patients as our recruited volunteers, DL model achieved 80% of test prediction in zone A of Clarke Error Grid (CEG) for model training with 12 rounds of data, which was 20% improvement over IL method. Furthermore, we developed an automatic screening algorithm to delete low confidence outlier predictions. With only a dozen rounds of training data, DL with automatic screening achieved a correlation coefficient (R-P) of 0.81, an accuracy score (R-A) of 93.5, a root mean squared error of 13.93 mg/dl, a mean absolute error of 12.07 mg/dl, and 100% predictions in zone A of CEG. The nonparametric Wilcoxon paired test on R-A for DL versus IL revealed near significant difference with p-value 0.06. These significant improvements indicate that a very simple and precise noninvasive measurement of blood glucose concentration is achievable.",10.1038/s41598-022-10360-3,NO,Duplicate DOI (already seen: 10.1038/s41598-022-10360-3)
WOS,105,Difference in bilateral digital volume pulse as a novel non-invasive approach to assessing arteriosclerosis in aged and diabetic subjects: A preliminary study,"Objective: This study aimed at validating photoplethysmography for assessing bilateral blood pressure differences through investigating the correlations of digital volume pulse with arteriosclerosis risk. Methods: Totally, 111 subjects (70 healthy and 41 diabetic) were recruited. Demographic, blood pressure and anthropometric data were recorded. Blood was collected for determining serum cholesterol, total triglyceride, total cholesterol, high-/low-density lipoprotein cholesterol, fasting blood sugar and glycated haemoglobin concentrations. Arterial stiffness was assessed with electrocardiogram-based pulse wave velocity, crest time and inter-digital volume pulse differences. Results: Receiver operating characteristic curve demonstrated high inter-digital volume pulse difference sensitivity to glycated haemoglobin level over 6.5%. Linear regression analysis demonstrated significant correlation between inter-digital volume pulse difference and electrocardiogram-based pulse wave velocity (r=0.692, p<0.001). Compared with electrocardiogram-based pulse wave velocity, inter-digital volume pulse difference exhibited highly significant correlations with age, glycated haemoglobin level, pulse pressure, total cholesterol/high-density lipoprotein ratio, crest time, high-density lipoprotein and systolic blood pressure (all ps<0.001). Conclusion: In conclusion, the results not only demonstrated successful application of a novel non-invasive waveform contour index, inter-digital volume pulse difference, in differentiating young from aged subjects and patients with good diabetic control from those with poor diabetic control but also validated its use in identifying arteriosclerosis risks. The results, therefore, endorse its domestic application as non-invasive tool for arteriosclerosis risk screening.",10.1177/1479164116688870,NO,Duplicate DOI (already seen: 10.1177/1479164116688870)
WOS,106,Joint quaternion valued features and quaternion valued long short term memory based recurrent neural network for non-invasive blood glucose estimation,"For the four channel photoplethysmograms (PPGs), this paper proposes a quaternion valued based method for performing the non-invasive blood glucose estimation. First, these four channel PPGs form a quaternion valued signal. Then, the quaternion valued means and the quaternion valued medians of this quaternion valued PPGs are employed as features. Next, the quaternion valued long short term memory (QLSTM) based recurrent neural network (RNN) is employed for estimating the non-invasive blood glucose values. Unlike the traditional methods based on extracting the features in each channel of the PPGs independently and fusing all the features together in the conventional neural networks, the quaternion valued operations performed on the quaternion valued PPGs only fuse the same features among these four channels together while do not fuse different features among these four channels together. Hence, the physical interpretations of the features preserve. To demonstrate the effectiveness and the robustness of our proposed method, two datasets are evaluated. The computer numerical simulation results show that our proposed method can yield 81.43% and 83.09% of the test data falling in the zone A of the Clark error grid for the test data in the first dataset and in the second dataset, respectively. Also, it can yield the mean absolute relative difference (MARD) at 14.41% and 14.31% for the test data in the first dataset and the second dataset, respectively. This demonstrates the superior performance of our proposed method over the existing methods for the test data in the both datasets.",10.1016/j.bspc.2024.107267,NO,Duplicate DOI (already seen: 10.1016/j.bspc.2024.107267)
WOS,107,Small intra-individual variability of the pre-ejection period justifies the use of pulse transit time as approximation of the vascular transit,"Background Vascular transit time (VTT) is the propagation time of a pulse wave through an artery; it is a measure for arterial stiffness. Because reliable non-invasive VTT measurements are difficult, as an alternative we measure pulse transit time (PTT). PTT is defined as the time between the R-wave on electrocardiogram and arrival of the resulting pulse wave in a distal location measured with photoplethysmography (PPG). The time between electrical activation of the ventricles and the resulting pulse wave after opening of the aortic valve is called the pre-ejection period (PEP), a component of PTT. The aim of this study was to estimate the variability of PEP at rest, to establish how accurate PTT is as approximation of VTT. Methods PTT was measured and PEP was assessed with echocardiography (gold standard) in three groups of 20 volunteers: 1) a control group without cardiovascular disease aged <50 years and 2) aged >50 years, and 3) a group with cardiovascular risk factors, defined as arterial hypertension, dyslipidemia, kidney failure and diabetes mellitus. Results Per group, the mean PEP was: 1) 58.5 +/- 13.0 ms, 2) 52.4 +/- 11.9 ms, and 3) 57.6 +/- 11.6 ms. However, per individual the standard deviation was much smaller, i.e. 1) 2.0-5.9 ms, 2) 2.85.1 ms, and 3) 1.6-12.0 ms, respectively. There was no significant difference in the mean PEP of the 3 groups (p = 0.236). Conclusion In conclusion, the intra-individual variability of PEP is small. A change in PTT in a person at rest is most probably the result of a change in VTT rather than of PEP. Thus, PTT at rest is an easy, non-invasive and accurate approximation of VTT for monitoring arterial stiffness.",10.1371/journal.pone.0204105,NO,Duplicate DOI (already seen: 10.1371/journal.pone.0204105)
WOS,108,A digital biomarker of diabetes from smartphone-based vascular signals,"The global burden of diabetes is rapidly increasing, from 451 million people in 2019 to 693 million by 2045(1). The insidious onset of type 2 diabetes delays diagnosis and increases morbidity(2). Given the multifactorial vascular effects of diabetes, we hypothesized that smartphone-based photoplethysmography could provide a widely accessible digital biomarker for diabetes. Here we developed a deep neural network (DNN) to detect prevalent diabetes using smartphone-based photoplethysmography from an initial cohort of 53,870 individuals (the 'primary cohort'), which we then validated in a separate cohort of 7,806 individuals (the 'contemporary cohort') and a cohort of 181 prospectively enrolled individuals from three clinics (the 'clinic cohort'). The DNN achieved an area under the curve for prevalent diabetes of 0.766 in the primary cohort (95% confidence interval: 0.750-0.782; sensitivity 75%, specificity 65%) and 0.740 in the contemporary cohort (95% confidence interval: 0.723-0.758; sensitivity 81%, specificity 54%). When the output of the DNN, called the DNN score, was included in a regression analysis alongside age, gender, race/ethnicity and body mass index, the area under the curve was 0.830 and the DNN score remained independently predictive of diabetes. The performance of the DNN in the clinic cohort was similar to that in other validation datasets. There was a significant and positive association between the continuous DNN score and hemoglobin A1c (P <= 0.001) among those with hemoglobin A1c data. These findings demonstrate that smartphone-based photoplethysmography provides a readily attainable, non-invasive digital biomarker of prevalent diabetes. A deep neural network applied to smartphone-based vascular imaging can detect diabetes, opening new possibilities for non-invasive diagnosis.",10.1038/s41591-020-1010-5,NO,Duplicate DOI (already seen: 10.1038/s41591-020-1010-5)
WOS,109,Fusion of various optimisation based feature smoothing methods for wearable and non-invasive blood glucose estimation,"The traditional blood glucose estimation method requires to take the invasive measurements several times a day. Therefore, it has a high infection risk and the users are suffered from the pain. Moreover, the long term consumable cost is high. Recently, the wearable and non-invasive blood glucose estimation approach has been proposed. However, due to the unreliability of the acquisition device, the presence of the noise and the variations of the acquisition environments, the obtained features and the reference blood glucose values are highly unreliable. Moreover, different subjects have different responses of the infrared light to the blood glucose. To address this issue, a polynomial fitting approach to smooth the obtained features or the reference blood glucose values has been proposed. In particular, the design of the coefficients in the polynomial is formulated as the various optimisation problems. First, the blood glucose values are estimated based on the individual optimisation approaches. Second, the absolute difference values between the estimated blood glucose values and the actual blood glucose values based on each optimisation approach are computed. Third, these absolute difference values for each optimisation approach are sorted in the ascending order. Fourth, for each sorted blood glucose value, the optimisation method corresponding to the minimum absolute difference value is selected. Fifth, the accumulate probability of each selected optimisation method is computed. If the accumulate probability of any selected optimisation method at a point is greater than a threshold value, then the accumulate probabilities of these three selected optimisation methods at that point are reset to zero. A range of the sorted blood glucose values are defined as that with the corresponding boundaries points being the previous reset point and this reset point. Hence, after performing the above procedures for all the sorted reference blood glucose values in the validation set, the regions of the sorted reference blood glucose values and the corresponding optimisation methods in these regions are determined. It is worth noting that the conventional lowpass denoising method was performed in the signal domain (either in the time domain or in the frequency domain), while the authors' proposed method is performed in the feature space or the reference blood glucose space. Hence, the authors' proposed method can further improve the reliability of the obtained feature values or the reference blood glucose values so as to improve the accuracy of the blood glucose estimation. Moreover, the individual modelling regression method has been employed here to suppress the effects of different users having different responses of the infrared light to the blood glucose values. The computer numerical simulation results show that the authors' proposed method yields the mean absolute relative deviation (MARD) at 0.0930 and the percentage of the test data falling in the zone A of the Clarke error grid at 94.1176%.",10.1049/syb2.12063,NO,Duplicate DOI (already seen: 10.1049/syb2.12063)
WOS,110,Derivation and validation of gray-box models to estimate noninvasive in-vivo percentage glycated hemoglobin using digital volume pulse waveform,"Glycated hemoglobin and blood oxygenation are the two most important factors for monitoring a patient's average blood glucose and blood oxygen levels. Digital volume pulse acquisition is a convenient method, even for a person with no previous training or experience, can be utilized to estimate the two abovementioned physiological parameters. The physiological basis assumptions are utilized to develop two-finger models for estimating the percent glycated hemoglobin and blood oxygenation levels. The first model consists of a blood-vessel-only hypothesis, whereas the second model is based on a whole-finger model system. The two gray-box systems were validated on diabetic and nondiabetic patients. The mean absolute errors for the percent glycated hemoglobin (%HbA1c) and percent oxygen saturation (%SpO(2)) were 0.375 and 1.676 for the blood-vessel model and 0.271 and 1.395 for the whole-finger model, respectively. The repeatability analysis indicated that these models resulted in a mean percent coefficient of variation (%CV) of 2.08% and 1.74% for %HbA1c and 0.54% and 0.49% for %SpO(2) in the respective models. Herein, both models exhibited similar performances (HbA1c estimation Pearson's R values were 0.92 and 0.96, respectively), despite the model assumptions differing greatly. The bias values in the Bland-Altman analysis for both models were - 0.03 +/- 0.458 and - 0.063 +/- 0.326 for HbA1c estimation, and 0.178 +/- 2.002 and - 0.246 +/- 1.69 for SpO2 estimation, respectively. Both models have a very high potential for use in real-world scenarios. The whole-finger model with a lower standard deviation in bias and higher Pearson's R value performs better in terms of higher precision and accuracy than the blood-vessel model.",10.1038/s41598-021-91527-2,YES,Unique DOI
WOS,111,Non-invasive detection of early microvascular changes in juveniles with type 1 diabetes,"Aims/HypothesisThe study aimed to assess the usefulness of capillaroscopy and photoplethysmography in the search for early vascular anomalies in children with type 1 diabetes.MethodsOne hundred sixty children and adolescents aged 6-18, 125 patients with type 1 diabetes, and 35 healthy volunteers were enrolled in the study. We performed a detailed clinical evaluation, anthropometric measurements, nailfold capillaroscopy, and photoplethysmography.ResultsPatients with diabetes had more often abnormal morphology in capillaroscopy (68.60%, p = 0.019), enlarged capillaries (32.6%, p = 0.006), and more often more over five meandering capillaries (20.90%, p = 0.026) compared to healthy controls. Meandering capillaries correlated with higher parameters of nutritional status. In a photoplethysmography, patients with diagnosed neuropathy had a higher percentage of flow disturbance curves (p < 0.001) with a reduced frequency of normal curves (p = 0.050).ConclusionsCapillaroscopic and photoplethysmographic examinations are non-invasive, painless, fast, and inexpensive. They are devoid of side effects, and there are no limitations in the frequency of their use and repetition. The usefulness of capillaroscopy and photoplethysmography in the study of microcirculation in diabetic patients indicates the vast application possibilities of these methods in clinical practice.",10.1186/s12933-023-02031-y,NO,Duplicate DOI (already seen: 10.1186/s12933-023-02031-y)
WOS,112,Recent Advances in Wearable Optical Sensor Automation Powered by Battery versus Skin-like Battery-Free Devices for Personal Healthcare-A Review,"Currently, old-style personal Medicare techniques rely mostly on traditional methods, such as cumbersome tools and complicated processes, which can be time consuming and inconvenient in some circumstances. Furthermore, such old methods need the use of heavy equipment, blood draws, and traditional bench-top testing procedures. Invasive ways of acquiring test samples can potentially cause patient discomfort and anguish. Wearable sensors, on the other hand, may be attached to numerous body areas to capture diverse biochemical and physiological characteristics as a developing analytical tool. Physical, chemical, and biological data transferred via the skin are used to monitor health in various circumstances. Wearable sensors can assess the aberrant conditions of the physical or chemical components of the human body in real time, exposing the body state in time, thanks to unintrusive sampling and high accuracy. Most commercially available wearable gadgets are mechanically hard components attached to bands and worn on the wrist, with form factors ultimately constrained by the size and weight of the batteries required for the power supply. Basic physiological signals comprise a lot of health-related data. The estimation of critical physiological characteristics, such as pulse inconstancy or variability using photoplethysmography (PPG) and oxygen saturation in arterial blood using pulse oximetry, is possible by utilizing an analysis of the pulsatile component of the bloodstream. Wearable gadgets with skin-like qualities are a new type of automation that is only starting to make its way out of research labs and into pre-commercial prototypes. Flexible skin-like sensing devices have accomplished several functionalities previously inaccessible for typical sensing devices due to their deformability, lightness, portability, and flexibility. In this paper, we studied the recent advancement in battery-powered wearable sensors established on optical phenomena and skin-like battery-free sensors, which brings a breakthrough in wearable sensing automation.",10.3390/nano12030334,NO,Duplicate DOI (already seen: 10.3390/nano12030334)
WOS,113,Measurement of stiffness index by digital volume pulse analysis technique: Clinical utility in cardiovascular disease risk stratification,"BACKGROUND Indices of arterial stiffness are accepted as independent markers of cardiovascular disease (CVD), having both positive prognostic and diagnostic implications. The utility of stiffness index (SI) derived from digital volume pulse (DVP) analysis in CVD risk screening is not established. METHODS Using a representative sample of individuals from local communities (West Midlands, UK), we determined the performance of SI in the discrimination of increasing CVD risk. Arterial stiffness was measured by DVP photoplethysmography (PCA 2; Micro Medical) using a direct, standardized approach. CVD risk assessment was performed in accordance with the Joint British Society guidelines (JBS2). RESULTS Of our cohort of 247 individuals (51% male; mean age 55.2 (s.d. 10.3) years), 187 were apparently healthy and 60 had established CVD risk factors (diabetes mellitus:33%, hypertension: 77.8%, hypercholesteremia: 61%). On univariate analysis, Sl was strongly associated with CVD risk (the European Society of Cardiology (ESC) based HeartScore) (Pearson correlation coefficient (R): 0.56, P <= 0.001) and increased in an ordinal fashion from low risk to medium risk to high risk to very high risk (pseudo R-2 = 0.30; P < 0.001). In receiver operator characteristic curve analysis, Sl was the best discriminator between low to medium risk and high-risk categories (area under curve (AUC): 0.76 (95% Cl 0.64-0.88), P < 0.001) when compared to total cholesterol, plasma glucose, systolic blood pressure, and waist-to-hip ratio and had the utility to discriminate the individuals with known CVD risk factors such as diabetes and hypertension. CONCLUSION Noninvasive measurements of arterial stiffness may aid the optimal stratification of CVD risk in an apparently healthy population.",10.1038/ajh.2008.207,NO,Duplicate DOI (already seen: 10.1038/ajh.2008.207)
WOS,114,Integrated non-invasive biochemical and biophysical sensing systems for health and performance monitoring: A systems perspective,"Advances in materials, bio-recognition elements, transducers, and microfabrication techniques, as well as progress in electronics, signal processing, and wireless communication have generated a new class of skininterfaced wearable health monitoring systems for applications in personalized medicine and digital health. In comparison to conventional medical devices, these wearable systems are at the cusp of initiating a new era of longitudinal and noninvasive sensing for the prevention, detection, diagnosis, and treatment of diseases at the molecular level. Herein, we provide a review of recent developments in wearable biochemical and biophysical systems. We survey the sweat sampling and collection methods for biochemical systems, followed by an assessment of biochemical and biophysical sensors deployed in current wearable systems with an emphasis on their hardware specifications. Specifically, we address how sweat collection and sample handling platforms may be a rate limiting technology to realizing the clinical translation of wearable health monitoring systems; moreover, we highlight the importance of achieving both longitudinal sensing and assessment of intrapersonal variation in sweat-blood correlations to have the greatest clinical impact. Lastly, we assess a snapshot of integrated wireless wearable systems with multimodal sensing capabilities, and we conclude with our perspective on the state-of-the-art and the required developments to achieve the next-generation of integrated wearable health and performance monitoring systems.",10.1016/j.bios.2021.113249,YES,Unique DOI
WOS,115,A noninvasive measure of baroreflex sensitivity without blood pressure measurement,"Background Baroreflex sensitivity (BRS) and heart rate variability (HRV) are attenuated in cardiovascular disease and can give important prognostic information. Conventional measures of BRS require expensive or invasive equipment for the beat-to-beat measure of blood pressure (BP). We examined the possibility of developing a simple protocol that would provide a relatively standardized BP stimulus, which might obviate the need to measure BP beat-by-beat. Methods and Results Fifty-five patients with chronic heart failure (mean age 59 [SD 11] years) and 20 healthy control subjects (mean age 53 [SD 14] years, P not significant) underwent 5-minute recordings of BP (by photoplethysmograph) and R-R interval during 0.1.Hz controlled breathing. The size of the oscillations in BP was the same in the 2 groups (3.6 mm Hg vs 4.1 mm Hg, P = .5). There was, however, a significant difference in the amplitude of the R-R interval oscillations (77 ms vs 3 1 ms, P < .000 1). The amplitude of the R-R interval oscillations correlated strongly with BRS (r = 0.8 1, P < .000 1 with controlled breathing BRS, and r = 0.51, P < .0001 with (x index). There was no correlation with the size of BP oscillations (r = -0.13, P not significant with controlled breathing BRS, and r = -0.15, P not significant with alpha index). In a separate study, a group of 22 young patients (mean age 36 years) with type I diabetes mellitus and 28 healthy control subjects (mean age 39 years) underwent measurement of resting HRV and amplitude of R-R interval oscillations during 0.1.Hz breathing. There was no significant difference in triangular index or low-frequency R-R interval power between the 2 groups. There was, however, a significant difference in the amplitude of R-R interval oscillations during controlled breathing between patients with diabetes and healthy control subjects. Total and high-frequency RR interval variability was also significantly different between the 2 groups. Conclusion During 0.1.Hz breathing, the marked difference in BRS between patients with CHF and age-matched control subjects is the result of smaller R-R interval oscillations. In young patients with diabetes, these R-R interval oscillations are significantly smaller than age-matched control subjects, even when some measures of spontaneous HRV are not different between groups. Breathing at 0.1.Hz provides a standard BP stimulus and concentrates spectral power of heart rate at one frequency, enabling simple evaluation of BRS even when BP measurement is not available.",10.1067/mhj.2002.121263,NO,Duplicate DOI (already seen: 10.1067/mhj.2002.121263)
WOS,116,Skin perfusion pressure of the foot is a good substitute for toe pressure in the assessment of limb ischemia,"Purpose: Noninvasive measurements of limb systolic pressures are used routinely in the assessment of the severity of peripheral arterial disease, including the evaluation for critical Limb ischemia. However, ankle pressures cannot be measured reliably in patients with medial calcification, which is especially common among patients with diabetes. Skin lesions on the toes or previous digital amputations may preclude the measurement of toe pressures. Measurements of skill perfusion pressure (SPP) are not subject to such limitations and were shown to be useful in the assessment of the severity of peripheral arterial disease. Because toe pressure is often used in the evaluation of severity of arterial disease and in the assessment for critical ischemia, we undertook to study whether there is a sufficient correlation between toe pressure and foot SPP that would allow the use of SPP measurements when toe pressures cannot be measured. Methods: Measurements were carried out in 85 limbs of 71 patients referred to the vascular laboratory for evaluation for peripheral arterial disease. Diabetes mellitus was present in 43 patients. Each patient had foot SPP and toe pressure measurements. Toe pressures measured with photoplethysmography were correlated with foot SPP measured with laser Doppler scanning. Results: There was a strong linear correlation between SPP and toe pressure (r = 0.87; P < .01). Also, significant correlation was found in both the patients with diabetes and the patients without diabetes (r = 0.85 and 0.93, respectively; P < .01 in both cases). Conclusions: We concluded that SPP measured in the foot correlates well with toe pressure and can be substituted for toe pressure measurement in patients in whom toe pressures cannot be measured.",10.1067/mva.2000.107310,NO,Duplicate DOI (already seen: 10.1067/mva.2000.107310)
WOS,117,A wearable diffuse reflectance sensor for continuous monitoring of cutaneous blood content,"An optical diffuse reflectance sensor for characterization of cutaneous blood content and optimized for continuous monitoring has been developed as part of a non-invasive multisensor system for glucose monitoring. A Monte Carlo simulation of the light propagation in the multilayered skin model has been performed in order to estimate the optimal geometrical separation of the light source and detector for skin and underlying tissue. We have observed that the pathlength within the upper vascular plexus of the skin which defines the sensor sensitivity initially grows with increasing source-detector distance (SDD) before reaching a maximum at 3.5 mm and starts to decay with further increase. At the same time, for distances above 2.4 mm, the sensor becomes sensitive to muscle blood content, which decreases the specificity to skin perfusion monitoring. Thus, the SDDs in the range from 1.5 mm to 2.4 mm satisfy the requirements of sensor sensitivity and specificity. The hardware implementation of the system has been realized and tested in laboratory experiments with a venous occlusion procedure and in an outpatient clinical study in 16 patients with type 1 diabetes mellitus. For both testing procedures, the optical sensor demonstrated high sensitivity to perfusion change provoking events. The general build-up of cutaneous blood under the sensor has been observed which can be associated with pressure-induced vasodilation as a response to the sensor application.",10.1088/0031-9155/54/17/015,YES,Unique DOI
WOS,120,Time Frequency Analysis-Based Averaging and Fusion of Features for Wearable Non-Invasive Blood Glucose Estimation,"This paper proposes a feature averaging method based on the fusion of three classical time frequency analysis techniques, namely the discrete cosine transform (DCT), the singular spectrum analysis (SSA) and the empirical mode decomposition (EMD) based techniques, to reduce the measurement errors. Since different techniques can eliminate different inherent problems of the unreliable features, this paper proposes an improved stacking fusion strategy to fuse these three feature averaging methods together to perform the blood glucose estimation. Finally, the random forest is employed as the regression model. Two datasets are employed for demonstrating the effectiveness and the robustness of out proposed method. The computer numerical simulation results show that our proposed method can yield 90.5882% and 86.8421% of the test data in the first dataset and the second dataset falling in the zone A of the Clark error grid, respectively. Also, it can yield the mean absolute relative difference (MARD) at 11.33% and 9.84% for the data in the first dataset and the second dataset, respectively. Besides, our proposed method outperforms the existing methods for the photoplethysmograms (PPGs) in both datasets.",10.1109/TCE.2023.3278540,NO,Duplicate DOI (already seen: 10.1109/tce.2023.3278540)
WOS,121,Independent determinants of second derivative of the finger photoplethysmogram among various cardiovascular risk factors in middle-aged men,"The second derivative of the finger photoplethysmogram (SDPTG) has been used as a non-invasive examination for arterial stiffness. The present study sought to elucidate independent determinants of the SDPTG among various cardiovascular risk factors in middle-aged Japanese men. The SDPTG was obtained from the cuticle of the left-hand forefinger in 973 male workers (mean age: 44 6 years) during a medical checkup at a company. The SDPTG indices (b/a and d/a) were calculated from the height of the wave components. Multiple logistic regression analyses revealed that the independent determinants of an increased b/a (highest quartile of the b/a) were age (odds ratio [OR]: 1.12 per 1-year increase, 95% confidence interval (CI]: 1.09-1.15), hypertension (OR: 1.65, 95% CI: 1.03-2.65), dyslipidemia (OR: 1.51, 95% CI: 1.09-2.09), impaired fasting glucose/diabetes mellitus (OR: 2.43, 95% CI: 1.16-5.07), and a lack of regular exercise (OR: 2.00, 95% CI: 1.29-3.08). Similarly, independent determinants of a decreased d/a (lowest quartile of the d/a) were age (OR: 1.11 per 1-year increase, 95% CI: 1.08-1.14), hypertension (OR: 3.44, 95% CI: 2.20-5.38), and alcohol intake 6 or 7 days per week (OR: 2.70, 95% CI: 1.80-4.06). No independent association was observed between the SDPTG indices and blood leukocyte count or serum C-reactive protein levels. In conclusion, the SDPTG indices reflect arterial properties affected by several cardiovascular risk factors in middle-aged Japanese men. The association between inflammation and the SDPTG should be evaluated in further studies.",10.1291/hypres.30.1211,NO,Duplicate DOI (already seen: 10.1291/hypres.30.1211)
