Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Low cost non-invasive medical device for measuring hemoglobin,K. -S. Pavithra; X. A. Mary; K. Rajasekaran; R. Jegan,"Dept of Electronics and instrumentation engineering, Karunya University, Coimbatore, India; Karunya Institute of Technology and Sciences, Coimbatore, Tamil Nadu, IN; Dept of Electronics and instrumentation engineering, Karunya University, Coimbatore, India; Dept of Electronics and instrumentation engineering, Karunya University, Coimbatore, India","2017 International Conference on Innovations in Electrical, Electronics, Instrumentation and Media Technology (ICEEIMT)",23-Nov-17,2017,,,197,200,"Analysis of blood substances such as glucose, hemoglobin, protein, etc. are important parameters for health condition monitoring. The method proposed here uses a couple of photo-plethysmo-graphic (PPG) signal obtained from finger by using two monochromatic light at 660nm (Red) and 940nm (IR) to measure hemoglobin non-invasively. An empirical equation for the calculation of hemoglobin content in blood is used here with well-known extinction coefficient of hemoglobin. Non-invasive measurement is much more interesting by its evident advantages such as real time monitoring. The hemoglobin is measured non-invasively and compared with the values from Massimo device. This investigation helps to rule out the diseases like anemia (low Hb level) and polycythemia (high Hb level).",,978-1-5090-4527-3,10.1109/ICIEEIMT.2017.8116834,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8116834,hemoglobin;non invasive;anemia;polycythemia,Blood;Sensors;Instruments;Switching circuits;Extinction coefficients;Optical variables measurement;Wavelength measurement,,4,,20,IEEE,23-Nov-17,,,IEEE,IEEE Conferences
Graph Signal Processing Based Classification of Noisy and Clean PPG Signals Using Machine Learning Classifiers for Intelligent Health Monitor,S. P. Surapaneni; M. S. Manikandan,"Department of Computer Science and Engineering, Indian Institute of Technology Palakkad, Palakkad, Kerala, India; Department of Electrical Engineering, Indian Institute of Technology Palakkad, Palakkad, Kerala, India","2023 15th International Conference on Electronics, Computers and Artificial Intelligence (ECAI)",2-Aug-23,2023,,,1,6,"Photoplethysmography (PPG) signals play an important role for automatic measurement of pulse rate, blood pressure, non-invasive blood glucose level and respiration rate. Most of the PPG monitoring devices are prone to motion artifacts and noises under different PPG recording conditions. Thus, automatic assessment of PPG signal quality is most essential for discarding unacceptable PPG signals and reducing false alarms due to the noisy measurements. This paper presents a new PPG signal quality assessment (SQA) method by using the average degree feature extracted from the horizontal visibility graph (HVG) of the PPG signal and six different classifiers such as random forest (RF), Naive Bayes (NB), decision tree (DT), support vector machine (SVM), multilayer perceptron (MLP), convolutional neural network (CNN). On a wide variety of standard databases, evaluation results show that the CNN based SQA method had an overall accuracy of 99.24% that outperforms other five SQA methods in terms of overall accuracy. The NB based SQA method had an accuracy of 99.21% with lower memory space of 1 kB as compared to other SQA methods.",,979-8-3503-2138-8,10.1109/ECAI58194.2023.10194077,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10194077,photoplethysmogram;horizontal visibility graph;graph signal processing;signal quality assessment;convolution neural network;machine learning classifiers,Support vector machines;Multilayer perceptrons;Feature extraction;Graph neural networks;Quality assessment;Convolutional neural networks;Noise measurement,,4,,31,IEEE,2-Aug-23,,,IEEE,IEEE Conferences
Development and Validation of Heart Rate -incorporated Finger Photoplethysmography Fitness Index Algorithm for Cardiovascular Disease Risk Assessment,Md Rizman Md Lazin Md Lazim; A. Aminuddin; K. Chellappan; A. Ugusman; N. Salamt; O. Maskon; W. A. Nizam Wan Ahmad; M. Shawal Faizal Mohamad; A. K. Mohamed Yusof,"Department of Physiology, Health Campus, Universiti Sains Malaysia, Kelantan, Malaysia; Department of Physiology, Health Campus, Universiti Sains Malaysia, Kelantan, Malaysia; Department of Physiology, Health Campus, Universiti Sains Malaysia, Kelantan, Malaysia; Department of Physiology, Universiti Kebangsaan Malaysia Medical Centre, Kuala Lumpur, Malaysia; Centre of Advance Electronic & Communication Engineering (PAKET), Universiti Kebangsaan Malaysia, Selangor, Malaysia; Department of Physiology, Universiti Kebangsaan Malaysia Medical Centre, Kuala Lumpur, Malaysia; Department of Physiology, Universiti Kebangsaan Malaysia Medical Centre, Kuala Lumpur, Malaysia; Department of Medicine, Universiti Kebangsaan Malaysia Medical Centre, Kuala Lumpur, Malaysia; Biomedicine Programme, School of Health Sciences, Health Campus, Universiti Sains Malaysia, Kelantan, Malaysia",2018 IEEE-EMBS Conference on Biomedical Engineering and Sciences (IECBES),27-Jan-19,2018,,,75,79,"Cardiovascular disease is a major health problem in developing countries. The risk factors include hypertension, diabetes mellitus, hypercholesterolemia, sedentary lifestyle and smoking. Many parameters had been produced to monitor cardiovascular disease risk. Finger photoplethysmography (PPG) is a simple, low-cost and non-invasive optical method that detects blood volume change in the microvascular bed of the finger. PPG fitness index (PPGF), vascular risk prediction index (VRPI) and estimated vascular age were derived from PPG wave and proposed for assessment of cardiovascular risk. PPGF was produced from AC component of PPG morphological changes against a healthy 19-year-old reference identified from Malaysia population. AC is component of PPG records physiological properties of the arteries. Heart rate (HR) is a known factor that influences vascular function and this factor may affect the PPG parameters. It is important to determine the effect of HR variation on PPGF and to confirm PPGF stability across variable HR so that it will be a valid marker for cardiovascular disease risk. This study aims to develop and validate heart rate-incorporated PPGF algorithm for cardiovascular disease risk assessment. This new algorithm expected to assist in cardiovascular risk monitoring in extensive community setting.",,978-1-5386-2471-5,10.1109/IECBES.2018.8626725,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8626725,heart rate;photoplethysmography;fitness index;cardiovascular;algorithm,Heart rate;Indexes;Temperature measurement;Fingers;Biomedical monitoring;Phase measurement,,,,28,IEEE,27-Jan-19,,,IEEE,IEEE Conferences
Diabetic foot peripheral vascular occlusive disease estimation using fractional-order chaos synchronization detector,C. -H. Lin; J. -L. Chen; Y. -C. Du; S. -M. Pan; J. -X. Wu,"Department of Electrical Engineering, Kao-Yuan University, Lu-Chu Hsiang, Kaohsiung, Taiwan; Department of Electrical Engineering, Kao-Yuan University, Lu-Chu Hsiang, Kaohsiung, Taiwan; Institute of Biomedical Engineering, National Cheng Kung University, Tainan, Taiwan; Department of Electrical Engineering, Kao-Yuan University, Lu-Chu Hsiang, Kaohsiung, Taiwan; Institute of Biomedical Engineering, National Cheng Kung University, Tainan, Taiwan",Proceedings of 2011 International Conference on Fluid Power and Mechatronics,17-Oct-11,2011,,,597,601,"This paper proposes a novel method for peripheral vascular occlusive disease (PVOD) estimation in diabetic foot using a fractional-order chaotic system (FOCS). Photo-plethysmography (PPG) is a non-invasive technique for detecting blood volume changes in peripheral arteries. Bilateral PPG signals gradually become asymmetry on the right-site or left-site transit time and pulse shape with PVOD severity and have high correlation. We utilized a FOCS detector to estimate the grades of PVOD by analyzing dynamic errors based on various butterfly patterns, including normal condition (Nor), lower-grade (LG) disease and higher-grade (HG) disease patterns. A color relation analysis (CRA) based classifier is proposed to recognize the various patterns. For 21 subjects, the proposed method showed higher accuracy in estimation of PVOD.",,978-1-4244-8452-2,10.1109/FPM.2011.6045833,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6045833,Peripheral Vascular Occlusive Disease (PVOD);Fractional-Order Chaotic System (FOCS);Photo-plethysmography (PPG);Color relation analysis (CRA),Diabetes;Chaos;Diseases;Mercury (metals);Estimation;Indexes;Color,,2,,19,IEEE,17-Oct-11,,,IEEE,IEEE Conferences
Association of Severe Stenosis in Coronary Arteries with Common Demographic and Clinical Data among Ischemic Heart Disease Patients,M. Z. Suboh; R. Jaafar; N. A. Nayan; N. Hasmiza Harun; M. S. Faizal Mohamad,"Medical Engineering Technology Section, British Malaysian Institute Universiti Kuala Lumpur, Malaysia; Faculty of Engineering and Built Environment, Universiti Kebangsaan Malaysia, Bangi, Malaysia; Faculty of Engineering and Built Environment, Universiti Kebangsaan Malaysia, Bangi, Malaysia; Medical Engineering Technology Section, British Malaysian Institute Universiti Kuala Lumpur, Malaysia; Department of Medicine, Hospital Canselor Tuanku Muhriz Universiti Kebangsaan Malaysia, Cheras, Malaysia",2023 International Conference on Engineering Technology and Technopreneurship (ICE2T),31-May-24,2023,,,206,210,"The number of death due to ischemic heart disease (IHD) keep increasing every year and it is usually caused by coronary artery disease (CAD). Early diagnosis of CAD requires a combination of multiple tests including a 12-lead ECG test, blood test, and stress test before the patient can go through a more complex procedure such as coronary computed tomography angiography or invasive coronary angiography procedure. The study aims to investigate the association between common parameters from the preliminary test of CAD to the severity of stenosis in the coronary arteries among newly diagnosed IHD patients. A total of 80 CAD patients (55 ± 9.52 years) have participated in this study and their demographic data, vital signs, blood tests, as well as ECG result are taken just before they are going for the angiography procedure. It was found that 75% of the subjects are overweight. The results also showed that the number of patients who smoke, have diabetes, and have hypertension is higher in the case group (stenosis ≥ 70%) as compared to the control group (stenosis < 70%). There was no clinical data that can differentiate severe stenosis in the coronary arteries, except for fasting blood sugar (p=0.002). Subjects with severely blocked arteries tend to have higher levels of blood sugar with a mean of 8.05 ± 3.60. Framingham risk scores (FRS) for both groups were also compared, and it is found that 59% of the total subjects have low FRS, even though half of them have severe stenosis. Thus, a technical approach is required to determine the stenosis level in the coronary arteries. The application of non-invasive techniques such as electrocardiogram and photoplethysmogram is preferable for this purpose.",,979-8-3503-0410-7,10.1109/ICE2T58637.2023.10540498,Universiti Kebangsaan Malaysia; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10540498,clinical data;coronary artery disease;demographic data;severe stenosis,Heart;Hypertension;Angiography;Computed tomography;Electrocardiography;Diabetes;Arteries,,,,19,IEEE,31-May-24,,,IEEE,IEEE Conferences
Assessment of the influence of peripheral neurocirculatory status immediately after a thermosulfurous bath in diabetic neuropathy,I. Mincu; E. Popa; C. Ionescu-Tirgoviste; S. Pruna; L. Serbu; E. Baican; M. Simionescu,"Laboratory of Electrophysiology and Biomedical Engineering, Clinic of Diabetes, Nutrition and Metabolic Diseases, Bucharest, Romania; Laboratory of Electrophysiology and Biomedical Engineering, Clinic of Diabetes, Nutrition and Metabolic Diseases, Bucharest, Romania; Lab. of Electrophysiol. & Biomed. Eng., Clinic of Diabetes, Nutrition & Metabolic Diseases, Bucharest, Romania; Laboratory of Electrophysiology and Biomedical Engineering, Clinic of Diabetes, Nutrition and Metabolic Diseases, Bucharest, Romania; Laboratory of Electrophysiology and Biomedical Engineering, Clinic of Diabetes, Nutrition and Metabolic Diseases, Bucharest, Romania; Laboratory of Electrophysiology and Biomedical Engineering, Clinic of Diabetes, Nutrition and Metabolic Diseases, Bucharest, Romania; Laboratory of Electrophysiology and Biomedical Engineering, Clinic of Diabetes, Nutrition and Metabolic Diseases, Bucharest, Romania",Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society,10-Apr-06,1988,,,558 vol.2,,"The authors record the microcirculator modifications as an indirect objective measure of sympathetic activation induced by a thermosulfurous bath. The noninvasive photoplethysmographic technique used permits a quantitative evaluation of microcirculation recording from toes or fingers. The resulting amplitudes of the characteristic waves, especially the proportional variation (increase) of the amplitude 15 minutes after the bath, as compared to the basal values in 17 diabetic patients (7 M; 10 F; mean age: 54.4+or-12 yr; duration of diabetes; 8+or-3 yr), showed an increase of 80+or-28%.<>",,0-7803-0785-2,10.1109/IEMBS.1988.94675,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=94675,,Diabetes;Diseases;Laboratories;Biomedical measurements;Fingers;Transducers;Electrophysiology;Biomedical engineering;Graphics;Extremities,,,,2,IEEE,10-Apr-06,,,IEEE,IEEE Conferences
Continuous monitoring of blood pressure from photophlethysmograph signal,A. G. Ackshaiyaa; E. S. J. Jothi; K. Rajasekaran,"Dept of Electronics and Instrumentation Engineering, Karunya University, Coimbatore, India; Karunya Institute of Technology and Sciences, Coimbatore, Tamil Nadu, IN; Dept of Electronics and Instrumentation Engineering, Karunya University, Coimbatore, India","2017 International Conference on Innovations in Electrical, Electronics, Instrumentation and Media Technology (ICEEIMT)",23-Nov-17,2017,,,192,196,"Blood pressure (BP) is one of the most common parameter which provides significant information about a person's functioning of heart. Currently, the device used for the measurement of blood pressure does not provide a continuous monitoring facility. This project provides cuffless and continuous measurement of blood pressure using photophlethysmograph (PPG) signal. It is targeted to investigate the possibilities of monitoring the blood pressure level by using the parameters which are closely related with the blood pressure, extracted using LabVIEW from PPG signal. Random forest algorithm is used for predicting the accurate blood pressure value.",,978-1-5090-4527-3,10.1109/ICIEEIMT.2017.8116833,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8116833,Blood pressure;Photoplethysmograph;LabVIEW;Random forest,Blood pressure;Biomedical monitoring;Feature extraction;Pressure measurement;Blood;Estimation;Instruments,,,,13,IEEE,23-Nov-17,,,IEEE,IEEE Conferences
PhysioChair: A Dual-Frequency Radar System for Noninvasive and Continuous Detection of Physiological Signatures,L. Wen; Y. Gao; C. Gu; J. Mao,"MoE Key Laboratory of High-Speed Electronic Systems and the MoE Key Laboratory of Artificial Intelligence, Shanghai Jiao Tong University, Shanghai, China; MoE Key Laboratory of Artificial Intelligence, Shanghai Jiao Tong University, Shanghai, China; MoE Key Laboratory of High-Speed Electronic Systems and the MoE Key Laboratory of Artificial Intelligence, Shanghai Jiao Tong University, Shanghai, China; MoE Key Laboratory of High-Speed Electronic Systems and the MoE Key Laboratory of Artificial Intelligence, Shanghai Jiao Tong University, Shanghai, China",IEEE Sensors Journal,14-Apr-22,2022,22,8,8224,8233,"This paper presents PhysioChair which is a novel sensing technique integrated in smart chairs for noninvasive and continuous detection of multiple physiological signatures. A dual-frequency radar system is designed and integrated in the PhysioChair, including a 5.8 GHz single-antenna radar for chest movement detection and a 120 GHz miniaturized radar for pulse detection. The dual-frequency multi-radar sensing system is calibrated to ensure systematic synchronization. Besides the conventional vital signs such as respiration, heartbeat and pulse, this paper proposes techniques and approaches to make it possible for the PhysioChair to estimate additional physiological signatures including heart rate variability (HRV), pulse transit time (PTT), pulse wave velocity (PWV), and blood pressure (BP). Experiments have been launched in an office environment with Photoplethysmography (PPG) and digital sphygmomanometer as reference. The experimental results show a great performance of the proposed PhysioChair in detection of weak physiological signatures. Compared to the ground truth, the estimated physiological signatures such as HRV and BP have mean relative errors below 3%, and 6 out of 7 subjects have an over 90% probability of absolute errors less than 5mmHg. The results reveal the possibility for the PhysioChair to be employed outside the clinic, such as applications in the vast internet-of-things (IoT) and in-home health monitoring.",1558-1748,,10.1109/JSEN.2022.3159587,"Guangdong Provincial Key-Field Research Program(grant numbers:2018B010115001); Natural Science Foundation of China(grant numbers:62171277,61831016); Shanghai Municipal Science and Technology Major Project(grant numbers:2021SHZDZX0102); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9734053,Radar;linear demodulation;respiration;heart rate;pulse;HRV;PTT;PWV;blood pressure,Radar;Sensors;Biomedical monitoring;Radar detection;Sensor systems;Demodulation;Radar antennas,,8,,40,IEEE,14-Mar-22,,,IEEE,IEEE Journals
Design and Development of Mobile Application for Wireless Patient Monitoring System,C. P. Naveena; X. Anitha Mary; M. Sharmeli; D. Rajappa,"Department of Instrumentation Engg., Karunya Institute of Technology & Sciences, Coimbatore, India; Department of Instrumentation Engg., Karunya Institute of Technology & Sciences, Coimbatore, India; Department of Instrumentation Engg., Karunya Institute of Technology & Sciences, Coimbatore, India; Department of Instrumentation Engg., Karunya Institute of Technology & Sciences, Coimbatore, India",2018 International Conference on Circuits and Systems in Digital Enterprise Technology (ICCSDET),2-Sep-19,2018,,,1,3,"Mobile Communication plays a significant role in health care sector where the doctor and patients can interact with each other remotely. This remote monitoring of physiological parameters helps in easy way of hospital service thereby the patient need not go to the hospital very frequently. This reduces the doctor visits cost. The patients readily email their results to the doctor thereby saving time and work. In this paper, importance of mobile application for monitoring physiological parameter has been discussed. To reduce painful techniques, non invasive methodology to measure heart rate and peripheral capillary oxygen saturation are estimated with the help of ESP32 microcontroller which contains Wi-Fi module to transmit and receive the data at the remote end.",,978-1-5386-0576-9,10.1109/ICCSDET.2018.8821089,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8821089,heart rate;peripheral capillary oxygen saturation (Spo2);hemoglobin;glucose;blood pressure;non invasive,Biomedical monitoring;Heart rate;Mobile applications;Blood;Medical services;Oxygen;Monitoring,,1,,10,IEEE,2-Sep-19,,,IEEE,IEEE Conferences
Modeling Blood Pressure Through Non-Invasive Vascular Contraction Signals,P. Paksin; P. Muncharoensiri; S. Tantisatirapong; S. Jampa-Ngern; N. Dron; T. Chanwimalueang,"Dept. of Biomedical Engineering, Faculty of Engineering, Srinakharinwirot University, Nakhon Nayok, Thailand; Dept. of Biomedical Engineering, Faculty of Engineering, Srinakharinwirot University, Nakhon Nayok, Thailand; Dept. of Biomedical Engineering, Faculty of Engineering, Srinakharinwirot University, Nakhon Nayok, Thailand; Dept. of Biomedical Engineering, Faculty of Engineering, Srinakharinwirot University, Nakhon Nayok, Thailand; Dept. of Biomedical Engineering, Faculty of Engineering, Srinakharinwirot University, Nakhon Nayok, Thailand; Dept. of Biomedical Engineering, Faculty of Engineering, Srinakharinwirot University, Nakhon Nayok, Thailand",2024 16th Biomedical Engineering International Conference (BMEiCON),26-Feb-25,2024,,,1,5,"Chronic non-communicable diseases such as diabetes and hypertension are leading causes of mortality, often resulting in complications like heart disease and stroke. Blood pressure, a critical indicator of hypertension, is typically measured intermittently, which limits continuous monitoring. This study explores the development of a prototype for continuous blood pressure monitoring using photoplethysmogram (PPG) signals. By analyzing vascular contraction signals, we modeled blood pressure through three key PPG features: heart rate, average normal-to-normal intervals, and mean envelope size. Data from 35 participants were collected at rest and post-exercise. Using a two-variable linear regression equation, we found that the combination of heart rate and mean envelope size provided the most accurate systolic blood pressure estimates, with a mean error of 8.58% ± 5.81. This research highlights the potential for non-invasive, continuous blood pressure monitoring to better manage hypertension and related conditions.",2473-7607,979-8-3315-0543-1,10.1109/BMEiCON64021.2024.10896355,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10896355,photoplethysmogram;blood pressure estimation;noninvasive measurement;regression model;systolic blood pressure;diastolic blood pressure,Heart rate;Hypertension;Analytical models;Estimation;Feature extraction;Mathematical models;Pressure measurement;Biomedical monitoring;Monitoring;Diseases,,,,18,IEEE,26-Feb-25,,,IEEE,IEEE Conferences
Frontier Applications Research for Next-Generation Cardiovascular Health Monitoring Chip Design,H. Wu,"Dept.of Electronical Engineering, Dong Hwa University, Hualien, Taiwan",2023 IEEE 15th International Conference on ASIC (ASICON),24-Jan-24,2023,,,1,4,"Medical devices provide an innovative approach to clinical diagnostics by utilizing a wide range of physical, chemical, and biological sensors to collect real-time physiological information non-invasively. These devices leverage signals such as photoplethysmography (PPG), electrocardiography (ECG), wrist pressure pulse, and radial pressure pulse to capture essential body physiological data. The development of next-generation cardiovascular health monitoring chips represents a breakthrough in diagnostics, enabling simultaneous and continuous measurement of various physical parameters and biomarkers. This transformative technology has the potential to revolutionize healthcare by allowing for high-resolution, real-time monitoring and the retrospective analysis of an individual's health status over time. In this review, we delve into the cutting-edge applications of these advanced technologies. These applications include measuring arterial stiffness, assessing endothelial dysfunction, evaluating autonomic nervous system dysfunction, employing pulse diagnosis in traditional Chinese medicine (TCM), and assessing the effectiveness of therapies or supplements. Additionally, we analyze the current trends in the field and propose application-oriented study designs that can shape the future trajectory of cardiovascular health monitoring systems.",2162-755X,979-8-3503-1298-0,10.1109/ASICON58565.2023.10396478,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10396478,Medical devices;physiological information;health status;non-invasive;cardiovascular health monitoring chip design;styling,Wrist;Electrocardiography;Real-time systems;Trajectory;Biomedical monitoring;Monitoring;Next generation networking,,,,14,IEEE,24-Jan-24,,,IEEE,IEEE Conferences
CardioNet: Deep Learning Framework for Prediction of CVD Risk Factors,M. Panwar; A. Gautam; R. Dutt; A. Acharyya,"Department of Electrical Engineering, IIT Hyderabad, Hyderabad, India; Department of Electrical Engineering, IIT Hyderabad, Hyderabad, India; Department of Electrical Engineering, IIT Hyderabad, Hyderabad, India; Department of Electrical Engineering, IIT Hyderabad, Hyderabad, India",2020 IEEE International Symposium on Circuits and Systems (ISCAS),28-Sep-20,2020,,,1,5,"The recent progressions in semiconductor and computing technology have empowered the PPG utilization in medical diagnosis. This paper presents a reconfigurable deep learning framework ‘CardioNet’ for early diagnosis of cardiovascular risk factors or most common diseases (such as diabetes, hypertension, cerebrovascular, cerebra-infraction) using the PPG data. The proposed model has a light-weight architecture, designed by exploiting the deep learning framework of convolutional neural network, exhibiting inherent capability of feature extraction, thereby, eliminating the cost effective steps of feature selection and extraction. The performance demonstration of the proposed model is done on a healthy dataset comprising 657 data segments of 219 subjects holding records of common CVD risk factors (diabetes, hypertension, cerebrovascular, cerebra-infraction). The obtained results of an overall accuracy of 97% for diagnosis of CVD risk factors, show the efficiency of the proposed model for real-time usability. The clinical significance of this work to provide an accurate and non-invasive method for early diagnosis and monitoring of cardio-risk factors.",2158-1525,978-1-7281-3320-1,10.1109/ISCAS45731.2020.9180636,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9180636,Deep learning;Convolutional Neural Network;Cardio Risk factors;Classification,Diseases;Computational modeling;Feature extraction;Machine learning;Diabetes;Hypertension;Training,,9,,22,IEEE,28-Sep-20,,,IEEE,IEEE Conferences
28.3 A 28μW 134dB DR 2nd-Order Noise-Shaping Slope Light-to-Digital Converter for Chest PPG Monitoring,Q. Lin; S. Song; R. V. Wegberg; M. Konijnenburg; D. Biswas; C. V. Hoof; F. Tavernier; N. V. Helleputte,"imec, Leuven, Belgium; imec, Leuven, Belgium; imec-Holst Centre, Eindhoven, The Netherlands; imec-Holst Centre, Eindhoven, The Netherlands; imec, Leuven, Belgium; imec, Leuven, Belgium; KU Leuven, Leuven, Belgium; imec, Leuven, Belgium",2021 IEEE International Solid-State Circuits Conference (ISSCC),3-Mar-21,2021,64,,390,392,"Photoplethysmography (PPG) is a key non-invasive technique to extract vital signs like heart rate (HR), heart rate variability (HRV), and blood oxygen saturation (SpO2). Integrated in smartwatches, health patches and finger clips, PPG sensors are widely used in fitness, glucose, blood pressure, and medical monitoring with good user comfort. Integrating PPG in medical chest patches is interesting for COVID-19 patients since it can yield, next to HR and respiration, also SpO2, which traditional ECG-based patches cannot provide. However, measuring PPG/SpO2 on the chest is challenging due to large motion artifacts, small AC/DC perfusion index (PI $\lt 0.1$%), and ambient light. Therefore, it poses a more stringent requirement on dynamic range (DR $\gt 120$ dB) for the PPG readout circuit, while still requiring low power consumption for long battery life. On-chip pinned-photodiodes (PPDs) have been used as passive integrators, resulting in very low power consumption $(2.63 \mu \mathrm{W})$ for the PPG readout [1]. However, the DR and linearity can be limited by the PPDs’ parasitic capacitors. Direct light-to-digital converter (LDC) topologies are proposed in [2 - 4], but their DR is still below 120dB. In [5], a digital-controlled TIA is exploited to control the transimpedance gain, which extends the DR to 130dB while consuming $72 \mu \mathrm{W}$ in the analog front-end (AFE).",2376-8606,978-1-7281-9549-0,10.1109/ISSCC42613.2021.9365757,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9365757,,Power demand;Topology;System-on-chip;Solid state circuits;Sensors;Heart rate variability;Monitoring,,17,,2,IEEE,3-Mar-21,,,IEEE,IEEE Conferences
Design and Implementation of Low-Cost Blood grouping Prediction Using Machine Learning,R. Vijayarani; S. Anbarasi,"Department of ECE, Sri Manakula Vinayagar Engineering College, Puducherry, India; Department of ECE, Sri Manakula Vinayagar Engineering College, Puducherry, India","2023 International Conference on System, Computation, Automation and Networking (ICSCAN)",26-Jan-24,2023,,,1,6,"One of the most common illnesses worldwide is diabetes. A blood sample from a finger prick is currently required for invasive methods. A tedious process must be repeated and increases the risk of infection. In this paper, a low-cost non-invasive detector for blood grouping assessment without blood sampling is proposed and constructed. The foundation of this non-invasive gadget is the NIR spectroscopy technology, which uses specialized short wavelengths to identify blood clumping molecules. The proposed technique is implemented using CNN based machine learning techniques like feature extraction and model training etc. By using this proposed non-invasive device, the patient can have a proper dose of insulin or other kind of medication and can control the Blood grouping during physical activities. The simulation is developed and shown for the identification of kinds blood group using machine learning model.",,979-8-3503-1512-7,10.1109/ICSCAN58655.2023.10395238,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10395238,Non-invasive Method;Blood group;Machine learning;Near-infrared spectroscopy;Photoplethysmograpic signal,Training;Performance evaluation;Spectroscopy;Surveillance;Machine learning;Medical services;Real-time systems,,,,30,IEEE,26-Jan-24,,,IEEE,IEEE Conferences
Arterial Stiffness Using Radial Arterial Waveforms Measured at the Wrist as an Indicator of Diabetic Control in the Elderly,H. -T. Wu; C. -H. Lee; A. -B. Liu; W. -S. Chung; C. -J. Tang; C. -K. Sun; H. -K. Yip,"Department of Electrical Engineering, National Dong Hwa University, Hualien, Taiwan; Department of Electrical Engineering, National Dong Hwa University, Hualien, Taiwan; Buddhist Tzu Chi General Hospital, Hualien, Taiwan; Department of Business Administration, Southern Taiwan University, Yong Kang, Taiwan; Internal Medical Department, Department of Health, Executive Yuan, Hualien Hospital, Hualien, Taiwan; Division of General Surgery, Surgery Department, Chang Gung Memorial Hospital-Kaohsiung Medical Center, Chang Gung College of Medicine and Technology, Kaohsiung, Taiwan; Division of Cardiology, Internal Medicine Department, Chang Gung Memorial Hospital-Kaoshiung Medical Center, Chang Gung College of Medicine and Technology, Kaohsiung, Taiwan",IEEE Transactions on Biomedical Engineering,20-Jan-11,2011,58,2,243,252,"Although current technique of photoplethysmography (PPG) is a popular noninvasive method of waveform contour analysis in assessing arterial stiffness, data obtained are frequently affected by various environmental and physiological factors. We proposed an easily operable air pressure sensing system (APSS) for radial arterial signal capturing. Totally, 108 subjects (young, the aged with or without diabetes) were recruited from July 2009 to May 2010. Arterial waveform signals from the wrist were obtained and analyzed using Hilbert-Huang transformation (HHT). Through ensemble empirical mode decomposition (EEMD), the signals were decomposed into eight intrinsic mode functions (IMF1-8) of which IMF5 was found to be the desired signal with a discernible diastolic peak. The results showed significant differences in reflection index (RI) and stiffness index (SI) from the young subjects and those from the aged participants with or without diabetes. Significant differences in RI and SI were also noted between subjects with well-controlled diabetes and those without. Good reproducibility and correlation were demonstrated. In conclusion, the present study proposed the application of radial arterial signal capturing subsystem and HHT in acquiring more reliable data on RI and SI compared with the conventional PPG method.",1558-2531,,10.1109/TBME.2010.2084087,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5594625,Air pressure sensing system (APSS);arterial stiffness;ensemble empirical mode decomposition (EEMD);Hilbert–Huang transformation (HHT);reflection index (RI);stiffness index (SI);waveform contour analysis,Silicon;Diabetes;Arteries;Time frequency analysis;Wrist;White noise;Fingers,Adult;Age Factors;Aged;Algorithms;Blood Pressure;Blood Pressure Determination;Female;Humans;Male;Middle Aged;Radial Artery;Reproducibility of Results;Wavelet Analysis,43,1,27,IEEE,4-Oct-10,,,IEEE,IEEE Journals
